geo_type,region,state,county,city,transportation_type,alternative_name,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20
city,Oklahoma City,OK,,Oklahoma City,walking,,100,99.43,89.81,79.03,96.71,117.65,63.54,79.73,72.99,72.83,83.9,103.89,107.9,60.41,83,63.09,72.69,75.36,99.33,115.05,63.59,71.04,71,43.7,71,96.57,115.37,72.31,72.7,75.46,74.53,82.26,115.64,113.59,70.91,82.11,76.68,78.57,83.04,114.62,114.47,59.62,72.87,78.88,78.79,86.99,123.86,131.77,76.12,77.66,94.77,87.86,96.93,126.3,137.19,65.91,78.67,91.59,93.3,88.28,88.75,91.35,51.71,63.52,53.33,58.66,56.41,54.59,48.96,33.67,50.42,55.92,56.06,53.48,56.58,48.96,36.99,41.72,52.28,51.05,51.57,49.91,47.01,38.78,53.06,54.98,55.87,54.17,64.53,51.45,30.06,46.62,49.13,55.75,59.98,62.71,59.06,42.99,63.25,61.72,48.47,65.6,72.79,67.32,52.12,65.09,61.22,71.71,77.18,86.35,75.31,55.17,75.3,82.28,78.41,77.59,90.57,86.03,51.14
city,Omaha,NE,,Omaha,driving,,100,103.25,102.7,107.54,76.29,112.02,85.31,99.01,105.42,81.04,96.43,124.36,138.82,91.85,96.49,100.73,99.29,103.97,127.95,136.41,89.35,93.44,107.42,101.97,106.05,130.67,142.52,98.19,99.19,106.46,104.77,112.44,152.33,156.26,114.51,111.16,107.74,103.31,119.53,148.36,153.64,102.42,102.52,106.36,110.73,116.16,144.3,159.75,106.59,106.35,114.2,114.86,121.2,145.96,152.93,104.9,103.06,109.33,112.05,112.34,120.52,100.18,73.57,86.22,81.25,74.46,69.97,79.45,69.35,49.46,67.21,70.42,73.15,71.99,81.31,66.86,58.41,72.03,75.67,78.88,71.56,71.92,71.72,56.57,73.24,80.84,78.32,77.83,90.57,77.37,38.01,72.14,75.59,83.74,72.04,88.08,92.89,68.96,89.85,89.19,90.51,94.24,99.64,91.42,73.85,93.31,94.39,95.73,103.36,128.39,103.13,79.47,92.57,108.2,106.05,102.78,130.02,121.84,85.14
city,Omaha,NE,,Omaha,transit,,100,94.25,91.65,94.71,86.18,90.54,72.63,79.04,104.92,80.15,106.68,102.13,111.6,70.5,94.99,95.45,91.84,96.94,105.66,107.42,70.78,92.3,92.21,109,108.44,114.66,107.88,75.6,88.5,89.15,90.45,90.35,105.47,108.44,90.72,102.78,102.6,95.64,106.68,111.87,117.16,83.58,104.08,102.41,98.33,108.26,115.96,118.09,86.83,102.13,98.33,90.72,106.59,118.46,114.75,88.96,91.37,98.33,95.18,101.02,91,76.9,71.8,75.32,74.95,67.63,57.14,71.06,58.81,47.77,59.37,60.11,61.5,64.84,60.48,56.68,50.93,65.21,64.19,59.55,54.73,51.3,55.29,49.26,61.87,71.52,58.53,51.39,56.77,54.82,35.71,55.01,42.86,60.02,45.83,63.82,61.32,49.17,59,64.94,59,59.55,61.97,56.68,59.55,66.14,58.63,60.2,67.07,72.08,66.05,54.08,56.68,64.1,64.84,59.09,65.96,69.02,59.46
city,Omaha,NE,,Omaha,walking,,100,102.1,93.77,99.71,91.98,133.72,82.3,92.48,94.47,83.38,92.26,123.12,153.86,97.13,85.62,92.97,98.53,101.47,131.7,162.07,99.4,86.25,112.05,95,99.29,152.5,169.75,91.92,96.61,103.45,100.66,107.42,169.15,212.6,142.71,102.66,103.86,91.01,118.59,164.55,194.97,108.03,96.5,100.37,111.23,118.36,154.84,204.44,103.87,110.29,115.65,126.23,121.04,162.62,199.35,118.15,95.74,120.91,120.41,120.07,128.69,119.01,70.01,83.03,85.51,81.91,69.1,79.41,75.65,52.69,71.54,83.19,81.82,80.09,85.29,71.17,73.65,86.21,88.82,94.69,77.88,66.8,78.53,72.06,85.53,105.76,92.3,82.56,100.05,93.64,42.55,74.22,73.94,87.03,68.46,85.29,100.63,80.67,99.6,105.26,103.82,105.36,97.61,95.51,82.35,106.15,108.95,101.86,117.55,154.76,112.13,94.95,96.87,119.47,114.28,100.42,143.29,125.28,87.88
city,Orlando,FL,,Orlando,driving,,100,100.12,104.63,109.39,130.77,128.96,100.77,108.94,104.56,102.55,110.41,124.49,123.08,96.29,96.04,98.86,100.86,106.56,124.58,116.2,89.57,101.04,104.12,104.79,112.09,124.94,125.87,97.7,104.29,107.73,112.71,118.73,142.89,136.28,109.11,118.6,114.2,114.68,121.76,135.44,132.92,104.84,107.83,110.05,118.09,122.73,143.69,138.29,107.28,111.3,112.4,116.76,125.18,141.51,142.05,107.62,109.17,112.11,111.75,110.79,116.73,102.88,77.19,79.96,73.13,65.17,61.66,62.37,50,37.99,47.54,46.73,48.41,47.49,41.5,35.37,29.5,38.98,40.08,40.81,40.58,41.16,34.49,25.93,37.78,39.19,39.7,41.48,45.19,39.59,27.83,41.13,41.8,44.46,43.27,50.13,41.94,37.56,45.3,46.74,47.51,49.21,48.42,49.77,40.43,50.15,51.38,52.61,52.18,62.87,56.73,47.12,58.1,61.67,60.97,62.91,71.95,67.06,48.56
city,Orlando,FL,,Orlando,transit,,100,99.23,100.75,100.04,100.62,97.1,80.93,90.22,92.22,88.38,93.91,100.24,94,79.27,93.76,93.49,91.48,89.95,100.29,91.58,80.44,98.1,100.51,102.2,100.56,100.48,93.91,83.65,102.12,100.74,105.44,103.08,108.84,103.83,89.83,107.5,107.46,104.42,106.48,102.32,97.21,88.75,99.61,99.9,98.73,100.81,106.67,97.48,86.23,99.6,100.63,102.16,102.3,102.34,96.09,84.28,95.44,94.27,94.32,89.2,88.75,73.43,63.55,66.7,59.33,54.84,49.91,47.46,34.96,31.1,37.31,36.98,34.95,33.92,31.11,26.76,27.32,31.83,30.9,31.43,31.42,28.32,27.59,21.8,27.73,28.91,27.38,29.54,29.09,25.97,21.33,28.72,28.2,27.41,26.13,29.08,25.82,26.64,30.14,31.01,31.76,32.15,26.99,30.02,27.4,34.62,34.39,32.95,30.58,34.47,31.19,30.34,40.13,41.68,40.14,37.97,40.13,33.62,30.54
city,Orlando,FL,,Orlando,walking,,100,98.28,102.7,107.45,135.5,159.23,114.93,107.89,98.91,96.55,99.85,130.05,146.46,108.06,94.07,98.35,98.37,98.69,128.27,132.4,99.01,106.33,101.8,103.87,107.27,126.9,151.69,109.52,101.18,99.34,105.85,111.43,147.16,159.58,121.13,111.8,106.08,108.95,114.93,130.09,155.25,112.33,99.85,100.06,105.56,113.2,138.85,161.76,114.48,103.69,103.6,111.49,125.35,147.49,162.43,110.72,101.71,108.1,105.63,105.69,115.41,111.32,78.45,75.96,69.41,59.68,57.29,56.87,46.14,36.91,44.35,43.74,44.84,43.35,40.09,36.27,30.94,38.45,38.86,40.38,40.75,40.99,36.87,24.72,37.19,40.22,39.48,40.03,42.79,41.13,29.57,38.71,39.3,40.72,39.68,46.05,38.73,38.03,44.37,43.9,45.1,44.65,41.78,46.82,39.32,49.34,48.39,49.87,47.17,58.27,53.81,44.58,54.24,56.19,54.87,58.25,65.66,62.46,45.65
city,Philadelphia,PA,,Philadelphia,driving,,100,103.67,105.36,107.53,125.52,96.22,89.54,99.79,99.66,102.79,104.39,122.71,114.45,84.6,93.76,98.84,100.06,104.47,122.08,117.62,80.64,97.54,98.91,100.55,104.05,118.77,117.76,91.36,99.77,103.19,105.63,115.34,139.73,125.95,98.63,106.95,104.88,105.63,108.83,131.3,130.11,94.08,101.9,104.98,107.64,113.1,133.99,130.55,95.66,104.95,107.56,110.55,114.72,133.59,132.45,98.05,108.37,105.42,105.97,101.23,109.58,95.56,68.21,74.03,65.44,64.72,60.6,70.07,56,40.98,43.32,47.98,44.98,52.55,58.97,45.05,39.3,48.64,48.2,52.23,52.24,58.49,51.16,42.67,51.84,51.38,53.03,52.16,60.72,56.34,36.93,45.39,56.15,58.67,59.65,66.91,60.77,52.3,59.46,56.72,62.47,61.96,66.79,71.28,47.02,60.18,68.37,66.49,65.16,81.53,81.29,64.36,71.45,74.98,71.31,80.33,85.21,84.66,68.82
city,Philadelphia,PA,,Philadelphia,transit,,100,96.62,98.81,98.35,104.96,84.16,76.21,87.9,94.28,95.48,95.8,112.51,87.34,71.53,90.82,91.9,93.18,94.9,105.8,90.96,69.91,95.45,92.65,94.52,96.36,105.15,93.63,77.55,94.27,96.62,97.2,100.97,114.16,96.73,81.59,93.54,99.95,97.69,96.99,113.22,100.22,79.11,96.91,94.43,96.22,99.18,115.43,98.82,76.7,95.85,95.94,98.75,99.37,105.84,98.31,79.4,99.95,94.06,92.12,83.45,84.13,69.96,52.96,55.98,47.74,45.59,42.06,43.86,34.94,30.31,30.95,32.73,30.68,32.02,34,26.1,26.26,32.06,29.84,30.28,30.11,32.74,28.24,27,33.27,31.88,33.04,32.45,29.61,26.76,23.21,26.44,28.77,28.33,27.8,28.56,24.85,26.12,30.28,27.53,28.11,26.84,26.32,26.78,24.09,29.85,32.75,30.94,28.23,32.14,30.91,29.32,32.96,32.74,30.98,32.59,30.16,28.56,26.48
city,Philadelphia,PA,,Philadelphia,walking,,100,99.07,109.82,108.76,136.36,131.75,113.16,97.72,91.88,100.22,105.5,149.82,148.72,96.57,87.53,90.4,94.35,100.49,140.13,157.04,86.22,94.47,93.66,92.7,95.32,124.89,165.25,110.18,97.51,103.47,107.03,112.73,164.49,184.95,135.59,118.89,106.89,108.95,108.15,146.79,186.18,110.61,99.9,95.95,109,110.65,147.24,167.14,108.8,105.76,103.78,115.68,117.25,133.53,179.12,117.82,115.02,101.79,106.46,97.33,118.66,128.88,74.95,67.46,57.91,58.95,54.16,66.58,56.87,40.4,35.85,47.89,39.33,52.56,58.51,39.76,39.8,44.67,42.86,48.27,49.33,52.76,50.52,46.29,52.1,49.88,53.16,46.2,51.51,52.75,40.26,40.13,50.06,52.38,51.37,57.84,52.09,52.56,52.88,47.34,54.66,50.12,53.84,68.4,40.9,50.28,62.25,58.26,53.01,69.64,79.86,64.49,64.77,65.7,57.8,71.16,68.59,69.57,61.17
city,Phoenix,AZ,,Phoenix,driving,,100,104.44,107.22,111.28,126.12,115.83,85.22,98.21,103.91,104.83,108,120.78,114.22,77.21,100,104.85,107.67,113.59,127.74,118.67,77.06,99.86,105.39,104.65,109,127.32,124.05,83.69,101.79,106.02,111.81,120,138.14,121.81,90.82,106.32,110.32,115.63,118.88,135.8,129.21,99.78,112.94,116.18,117.12,121.89,136.75,142.68,98.21,111.98,115.34,117.72,124.28,140.43,130.55,94.02,111.09,111.02,109.11,105.42,113.62,106.86,76.55,89.34,83.27,71.5,72.25,75.97,65.89,47.46,61.65,60.94,60.33,60.62,65.84,59.57,45.26,57.83,56.68,53.33,54.9,62.22,53.69,41.56,53.65,55.23,55.34,57.84,64.9,56.81,36.59,56.36,58.32,63.09,63.64,72.41,65.56,50.41,64.17,63.3,64.67,67.15,74.82,68.52,51.95,65.42,66.69,68.25,71.37,81.61,75.87,56.97,71.39,74.3,73.47,75.86,87.05,81.47,58.8
city,Phoenix,AZ,,Phoenix,transit,,100,106.52,101.87,100.82,105.16,91.88,76.41,93.08,98.96,104.56,99.17,104.23,91.12,72,99.23,99.69,102.22,102.26,107.84,93.76,71.58,97.06,100.53,100.89,98.64,109.81,99.8,75.87,96.51,101.08,106.45,105.28,110.02,94.05,79.67,97.86,103.87,104.89,104.44,112,91.85,85.49,102.84,110.35,103.18,100.09,109.35,102.76,82.27,103.69,105.7,105.88,105.23,117.88,102.6,80.26,100.98,96.33,85.38,82.61,81.97,77.57,63.75,83.36,68.85,55.34,56.57,55.44,47.82,40.34,53.01,50.59,48.96,49.49,48.28,42.99,39.71,47.74,42.49,42.08,40.69,41.45,40.21,36.15,42.08,40.64,39.22,41.84,42.02,38.34,30.87,42.3,37.46,40.15,38.44,42.1,38.96,35.8,41.22,40.44,40.11,42.12,42.94,37.68,33.88,41.39,42.56,43.76,42.24,46.96,41.55,36.92,45.4,44.19,43.64,44.65,48.55,42.92,35.9
city,Phoenix,AZ,,Phoenix,walking,,100,101.83,97.06,100.94,120.6,131.65,95.53,93.45,89.61,96.08,98.33,116.57,124.92,79.77,88.38,95.65,98.6,106.1,132.82,149.18,86.75,88.02,89.57,87.99,95.08,128.18,140.02,85.45,87.1,91.5,97.56,106.26,133.59,134.6,99.65,100.31,95.46,100.55,106.56,128.74,131.63,96.87,101.87,98.13,101.78,102.79,130.54,147.17,97.39,95.1,100.91,100.81,108.49,142.22,144.53,96.85,100.71,97.17,92.09,91.98,102.62,106.33,74.19,82.33,77.24,60.05,66.67,68.81,62.18,47.54,58.57,57.02,56.83,56.09,58.79,56.61,45.14,54.24,52.32,52.01,54.27,59.76,53.65,43.41,53.38,53.9,53.68,57.85,63.08,56.34,38.57,54.72,57.76,59.73,58.98,65.62,61.55,48,61.23,59.3,60.18,60.92,67.88,60.03,47.57,60.27,60.76,63.23,63.92,72.37,66.05,50.07,64.56,67.94,66.03,68.1,79.33,75.58,53.19
city,Pittsburgh,PA,,Pittsburgh,driving,,100,102.6,102.18,104.49,124.84,104.34,86.86,95.83,97.72,98.93,102.08,117.3,116.28,80.83,90.25,95.73,98.66,100.64,123.96,116.43,79,93.43,97.8,98.07,102.36,103.04,114.78,86.26,96.37,101.67,103.6,110.13,135.79,131.09,96.6,101.56,103.91,103.55,105.19,127.95,131.98,92.28,103.33,105.32,112.78,106.46,127.82,127.63,92.89,98.91,105.05,106.95,111.89,125.78,129.66,99.38,103.39,103.35,104.22,100.64,108.58,93.94,67.62,73.03,64.71,61.51,60,60.66,49.61,42.4,42.79,42.89,45.01,50.31,53.04,45.16,43.1,45.83,47.52,48.84,51.26,58.76,52.86,43.03,51.11,48.83,55.14,52.06,58.41,56.15,33.85,47.09,52.49,57,56.68,61.12,60.4,50.29,58.42,55.94,59.91,60.16,68.04,66.77,46.4,64.22,63.05,67.24,67.31,78.74,77.82,59.97,71.93,73.23,71.07,79.07,81.92,79.58,62.48
city,Pittsburgh,PA,,Pittsburgh,transit,,100,98.74,93.44,96.34,121.6,98.11,82.38,95.63,96.23,89.33,96.95,113.62,101.02,76.87,88.3,89.23,86.97,91.34,112.59,102.84,74.19,87.41,88.82,91.76,94.76,107.76,99.29,75.73,90.65,91.42,90.27,101.26,122.87,109.85,80.93,89.22,92.96,93.32,92.96,116.12,106.51,77.96,90.93,91.18,88.37,88.74,115.89,97.65,77.1,87.02,85.01,94.19,106.63,98.46,89.81,68.71,84.32,76.07,75.56,69.38,70.27,59.52,44.28,47.74,39.57,33.37,33.2,30.91,26.18,24.94,24.2,24.78,24.58,28.12,28.78,23.98,23.52,27.06,26.46,26.48,26.79,27.28,25.28,20.51,26.65,24.47,28.06,27.3,25.88,23.78,21.96,24.3,26.86,26.5,27.51,25.01,26.39,25.53,28.5,26.02,28.78,26.31,29.05,27.24,23.98,29.51,27.07,29.47,28.95,32.14,29.46,28.31,31.27,29.66,30.49,33.61,29.44,29.8,26.65
city,Pittsburgh,PA,,Pittsburgh,walking,,100,108.28,105.65,102.08,141.93,135.93,92.75,84.06,85.9,89.96,101.13,130.63,149.03,78.36,79.76,85.66,93.85,95.26,144.79,164.1,83.22,93.79,92.28,93.5,104.11,112.85,144.42,82.64,87.39,96.35,93.49,108.52,168.71,198.25,110.61,101.15,103.18,100.56,99.28,146.99,193.23,101.6,117.21,106.65,108.03,106.93,144.84,160.88,92.6,90.9,104.37,106.93,109.5,129.5,170.32,110.34,104.77,92.08,93.48,99.75,112.51,144.17,65.83,65.68,56.68,53.32,53.13,54.7,43.92,44.85,37.07,39.47,44.17,52.59,52.81,41.01,49.12,41.44,42.02,44.61,49.41,55.48,52.7,43.79,50.87,41.7,50.54,44.19,47.76,49.4,34.4,38.05,44.31,47.51,44.09,49.1,51.68,51.84,54.01,47.1,50.86,47.92,56.29,63.53,38.42,56.7,50.48,57.32,54.06,64.61,70.76,56.98,61.41,57.52,53.76,66.19,64.91,61.87,54.38
city,Portland,OR,,Portland,driving,,100,99.29,102.32,106.77,122.19,115.18,90.78,103.71,104.66,106.11,116.91,123.61,117.48,86.2,101.55,105.23,109.02,112.16,123.24,115.61,78.28,99.99,103.2,108.72,115.89,130.28,128.45,94.1,105.03,106.61,114.3,123.14,139.8,124.87,103.18,113.27,115.33,116.47,130.33,139.28,128.55,96.61,104.66,112.55,116.17,131.16,138.73,126.21,93.46,100.1,104.66,112.66,114.49,134.9,123.59,92.94,104.89,110.76,108.44,102.37,99.49,73.98,65.09,77.15,70.38,66.69,67.84,70.46,56.35,44.5,49.65,45.6,46.78,46.94,50.25,40.52,34.44,45.45,48.21,47.87,48.37,54.01,44.78,39.8,48.88,50.62,53.36,56.1,61.02,51.33,37.21,52.84,55.07,57.92,60.39,67.67,54.16,47.8,61.03,57.82,56.68,61.18,66.46,58.75,51.54,58.74,63.01,63.41,66.45,75.95,60.99,52.82,65.41,69.94,69.15,74.72,85.84,78.24,61.52
city,Portland,OR,,Portland,transit,,100,101.62,99.97,103.54,112.05,98.01,86.51,99.17,101.04,102.99,108.63,115.71,95.43,85.53,103.57,99.85,100.6,106.12,114.81,97.23,77.8,98.19,102.28,104.92,121.62,133.97,116.13,84.36,104.37,104.5,106.93,108.75,118.11,97.72,92.44,107.44,110.77,110.43,110.55,126.01,110.51,84.25,100.48,111.43,105.46,112.34,119.03,101.21,84.95,100.68,104.48,112.84,109.69,112.46,105.27,85.37,99.28,106.51,99.51,89.31,82.06,61.16,53.17,57.71,47.27,42.29,41.61,38.68,30.04,27.16,28,23.78,24.23,23.6,22.44,20.62,20.29,22.54,22.81,22.64,21.59,21.86,19.84,21.05,23.33,23.43,22.98,22.74,23.87,19.83,18.21,22.25,22.08,21.7,22.2,23.77,20.05,20.56,23.18,22.4,19.41,21.92,21.21,20.28,20.43,22.7,23.91,23.32,23.87,23.59,19.34,19.62,25.56,25.85,23.88,25.89,28.25,26.7,21.94
city,Portland,OR,,Portland,walking,,100,101.27,100.41,111.63,135.48,169,134.55,117.69,103.18,106.58,114.06,145.4,170.44,108.25,96.9,104.51,105.34,120.58,148.8,167.01,98.47,99.96,107.47,118.57,141.74,164.1,195.38,120.79,112.27,111.56,118.43,127.39,176.81,182.71,159.2,128.49,122.54,125.85,134.13,178.35,195.46,123.39,109.16,126.09,123.16,139.8,164.91,176.71,126.48,101.76,112.12,126.61,133.78,149.31,182.73,128.13,111.28,118.55,117.96,110.48,102.93,91.83,75.22,77.56,69.89,66.67,68.88,69.81,57.95,51.12,44.03,39.09,44.55,43.62,42.29,39.71,39.26,41.14,45.54,45.08,44.92,48.4,44.87,50.7,49.52,54.99,58.69,59.88,62.73,54.29,43.52,53.74,58.64,54.81,59.9,64.87,46.16,50.52,61.6,52.42,45.24,55.49,56.06,57.04,55.04,54.79,62.89,59.45,60.74,64.63,52.65,52.27,62.65,69.53,64.37,72.44,80.43,77.68,58.21
city,Providence,RI,,Providence,driving,,100,107.8,110.46,113.48,132.01,108.5,90.56,97.57,107.16,106.95,113.69,132.94,125.02,89.65,100.22,102.17,105.06,108.34,132.35,124.76,85.94,97.52,102.9,107.02,109.35,127.91,129.7,92.83,100.32,106.69,112.17,119.36,144.51,130.68,103.05,109.04,110.76,117.29,116.8,139.54,136.25,100.01,105.31,107.43,114.26,121.37,142.72,137.15,98.08,106.37,112.09,114.12,121.97,132.65,129.43,97.97,111.46,113.35,111.55,105.01,108.57,99.04,72.79,79.44,66.4,69.87,63.41,73.63,65.89,48.77,51.48,56.45,54.78,61.05,70.13,59.83,40.18,50.36,54.93,54.91,52.99,58.98,55.88,45.29,57.19,57.81,55.3,54.48,67.71,62.49,39.55,46.63,64.72,64.52,66.97,74.01,60.47,59.04,65.04,60.8,66.59,69.53,73.01,78.2,52.11,62.91,71.38,75.97,70.15,84.87,85.85,73.48,76.33,83.76,80.65,84.28,92.69,90.87,74.04
city,Providence,RI,,Providence,transit,,100,109.23,107.36,103.65,105.15,81.8,79.53,98.98,127.8,116.11,118.04,120.7,99.75,78.51,124.94,116.85,114.04,116.79,122.99,103.43,77.69,109.65,112.51,116.28,106.82,107.36,110.73,80.92,105.32,113.9,116.87,120.16,130.44,101.93,93.52,114.69,115.88,115.97,113.19,122.48,110.42,80.92,122.65,114.67,113.76,116.7,132.76,107.67,78.17,113.45,114.47,116.19,123.39,118.37,103.17,85.99,120.05,115.09,105.52,97.31,84.65,77.49,60.08,62.77,50.08,47.73,41.19,40.69,34.17,29.73,34.99,34.97,28.91,34.14,42.33,30.38,24.77,28.48,29.76,27.55,26.98,25.45,27.35,24.09,25.17,26.36,24.18,26.67,28.31,24.69,20.98,23.16,28.77,25.23,26.76,30.58,23.75,26.64,26.56,24.49,24.55,28.51,27.15,33.38,24.89,22.14,26.59,29.98,27.21,33.01,30.61,30.58,36.01,35.28,32.16,33.15,33.32,31.14,28.34
city,Providence,RI,,Providence,walking,,100,108.14,117.13,104.29,134.29,123.56,111.76,98.83,108.65,120.66,126.06,160.8,176.17,106.36,109.43,111.89,110.61,117.05,163.63,174.13,101.99,108.2,108.64,113.64,109.6,147.09,182.86,103.93,95.23,106.5,118.72,117.97,167.07,185.79,136.52,132.84,127.35,128.25,129.76,173.17,204.16,128.89,112.11,115.02,122.41,123.71,163.26,179.98,107.95,113.99,120.32,125.6,124.64,144.35,169.85,117.54,130.51,121.09,118.91,107.74,114.83,117.68,84.16,81.82,68.76,76.76,61.21,80.84,72.03,53.8,52.11,61.01,53.6,65.37,75.84,64.32,44.98,53.21,64.19,56.35,55.91,56.71,59.81,56.5,64.62,71.99,57.43,54.89,66.18,68.45,48.48,43.32,67.87,67.26,65.44,73.72,55.93,63.01,65.24,57.85,64.75,67.11,67.84,86.14,50.68,59.03,72.53,79.34,65.71,87.81,98.02,86.98,88.44,94.03,78.59,89.35,90.35,79.88,71.8
city,Raleigh,NC,,Raleigh,driving,,100,105.14,107.45,111.87,129.73,118.59,89.02,101.44,103.61,105.09,108.78,122.53,123.3,84.3,101.12,103.26,105.62,107.7,124.35,120.61,84.06,99.76,103.95,105.43,100.13,123.85,119.32,89.53,105.89,109.18,109.94,118,149.18,132.62,94.87,111.92,112.19,112.91,92.49,102.35,126.55,92.46,105.63,114.7,117.41,124.34,142.59,140.24,97.7,111.28,116.81,115.8,119.27,140.85,133.74,93.4,112.78,112.02,112.27,111.61,114.31,102.04,67.55,81.48,76.07,72.75,73.14,80.01,62.06,46.69,56.22,59.47,59.52,60.54,63.8,52.54,42.9,55.4,53.33,55.35,57.88,65.57,56.46,45.32,57.92,59.5,60.89,63.83,67.54,59.83,37.61,55.67,64.39,65.2,69.39,78.79,68.02,53.92,61.7,70.5,72.12,67.38,82.23,74.69,58.87,71.56,75.43,76.49,71.29,88.62,82,66.35,78.72,78.04,81.83,86.44,96.16,93.64,68.59
city,Raleigh,NC,,Raleigh,transit,,100,102.95,106.67,102.47,110.76,94.13,84.87,94.22,97.01,98.1,101.7,104,106.43,81.23,103.32,103.92,89.85,92.23,107.24,99.39,79.69,100.04,95.91,109.95,98.1,104.37,94.46,87.58,103.24,99.03,106.35,108.45,115.49,105.66,88.83,101.5,108.13,103.32,85.68,100.32,97.05,88.35,101.98,103.03,94.78,103.92,111.29,101.09,92.03,96.6,97.09,94.3,101.33,111.57,105.34,80.02,101.21,89.32,92.8,92.35,89.52,76.82,65.29,69.82,66.59,59.06,64.72,63.27,51.09,40.45,47.41,49.64,46.28,43.81,47.25,47.94,47.09,50.24,43.89,47.21,45.39,47.82,41.26,36.89,44.66,44.98,43.57,43.28,42.8,38.83,31.03,39.77,44.78,45.67,46.04,44.46,45.51,38.59,41.26,47.25,45.75,44.09,49.88,48.06,41.99,51.66,46.6,50.61,41.71,52.35,49.23,51.42,54.41,49.19,52.63,53.36,57,57.32,43.57
city,Raleigh,NC,,Raleigh,walking,,100,111.42,111.78,112.99,139.42,169.3,110.91,104.6,102.43,105.21,106.57,137.15,182.5,98.77,97.81,102.27,106.54,104.26,119.77,161.59,88.26,97.83,102.86,101.94,88.3,137.49,149.97,94.48,99.43,103.99,107.93,115.02,172.62,184.1,107.87,116.4,115.91,102.84,90.84,120.32,177.51,101.59,96.63,112.05,113.7,116.43,154.27,189.68,108.48,106.45,111.35,113.17,117.49,147,172.91,104.79,109.97,103,110.39,112.12,116.26,133.55,72.42,79.72,77.54,74.03,76.48,78.98,66.2,48.96,55.12,58.34,59.3,62.38,66.62,63.47,55.02,63.07,50.76,57.51,65.63,71.96,67.59,55.24,63.3,63.81,65.3,67.92,69.75,69.56,42.04,60.25,70.17,64.55,70.31,81.88,71.52,58.94,59.97,74.5,73.39,61.29,80.77,76.16,61.72,72.55,77.26,75.2,67.63,86.53,90.06,71.41,80.65,76.79,83.63,87.82,92.89,98.71,68.63
city,Richmond,VA,,Richmond,driving,,100,104.02,105.92,110.7,126.56,120.28,95.17,104.37,100.46,100.52,102.92,123.48,119.48,83.49,98.36,101.44,100.68,106.19,126.03,119.16,82.63,97.89,102.44,101.8,107.86,129.59,118.68,89.55,101.01,103.7,106.01,115.2,140.7,127.3,94.08,106.47,105.81,106.49,103.53,127.05,130.54,92.54,97.86,105.21,111.42,118.39,136.6,141.46,99.38,107.06,118.09,113.26,117.72,134.89,135.46,97.19,106.24,109.6,108.72,105.37,117.39,101.61,70.45,82.68,77.88,71.62,76.64,84.87,62.25,50.44,56.74,61.63,55.17,63.12,72.19,62.51,52.65,60.98,56.56,58.97,61.67,69.89,58.24,48.12,60.66,62.34,62.38,65.81,73.47,64.84,43.13,58.17,66.5,70.19,74.58,83.3,71.62,60.6,68.47,75.19,77.13,73.22,85.34,74.81,60.45,73.88,79.14,83.46,73.61,93.26,87.16,71,84.43,81.05,85.24,93.16,99.87,95.96,73.83
